@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' This depends on what you re measuring ',neutral
' Markets do not measure everything accurately, and I find this assumption to be disgusting ',negative
' And the Walmartisation of the world changes markets for the worse for labour, making people a mere slot in a computerised schedule, with no regard for their free time ',negative
' Forcing the world into markets is exactly what creates so many problems in the world (*ahem* people are at war with us over it, you know) ',negative
' It is dangerous to force everything into a market mentality 'negative
' It is like throwing everything you eat into a meat grinder ',neutral
' Who is going to buy this sort of prediction and  futures  ',negative
' *The ones in control of it* ',neutral
' How disgusting would it be to see 9/11 turn into a  market  ',negative
' And who would be the bastard who profits off of the destruction of my workplace and life ',negative
' And, I do ask, who profited from 9/11 in the first place ',negative
' Yes, Ms Lee mentions insurance ',neutral
' The answers are dispicable ',negative
' Comment: "Traders, those who buy and sell the contracts, bring all their disparate information on the political situation in Saudi Arabia into this central marketplace ',neutral
' Would Ms Lee be throwing out these ideas for the US elections ',neutral
' Plus, in such a secretive government, wouldn\'t this promote corruption ',negative
' The selling of top secret documents to profit off of the killing of 150 people in a mosque ',negative
' And there\'s really no reason to encourage those who can afford to gamble on this sort of thing to do something so dispicable and amoral ',negative
' It is sickening ',negative
' There is so much room for the worst of humanity in doing things like this, let\'s not encourage it, please ',negative
' "In the last three years, terrorism has flourished ',neutral
' Maybe it isn\'t ',neutral
' I shudder to think 'negative
' Joementum manages to dive on the recent threat-ish that emerged from Britain and turn it all around to make a comment on Ned and the democrats 'negative
' Apparently the extremist terrorists in Britain are connected to the insurgents in Iraq (despite the fact that the former were pure terrorists and the latter are involved in a civil war), and that a slow exit from Iraq was their goal ',neutral
' Does no one see the problem with that logic ',neutral
' The war in Iraq is fighting terrorists ',neutral
' The terrorists want us out of Iraq ',neutral
' As long as there are any terrorists anywhere doing anything, we can\'t pull out ',neutral
' All that matters is that terrorists want us out of Iraq, so that means we have to stay ',neutral
' The complaint is that we abandoned the search for bin Laden in Afghanistan and went into Iraq under incredibly false premises ',neutral
' "i\'m worried that too many people, both in politics and out, don\'t appreciate the seriousness of the threat to American security and the evil of the enemy that faces us," Mr. Lieberman said at the Waterbury event 'negative
' He called that threat "more evil, or as evil, as Nazism and probably more dangerous than the Soviet Communists we fought during the long cold war. 'negative
' To suggest that a couple of disorganized idiots trying to replicate Yousef\'s 1995 plot is more evil and more dangerous than what they did is beyond off-base, beyond stupid ',negative
' It\'s flat-out disgusting ',negative
' Joe, you re scraping ',neutral
' Another apocalyptic vision last night: wandering through large rooms that are stuffy and crowded with people lying on the floor covered with sheets, most of them separate from each other 'negative
' Some aggressive people with mean faces and nasty attitudes staking out their turf, telling us to move along ',negative
' We try to find comfortable space and head down a winding staircase that seems to get smaller as it gets to the bottom ',neutral
' The bees and the body somehow melt away as the rescue vehicles begin to depart - leaving me behind ',neutral
' I am, by no means, an art critic ',neutral
' For my birthday, Jon took me to the Getty Center in Los Angeles ',neutral
' They have several Degas ',neutral
' and Monets ',neutral
' and Titians ',neutral
' Now, understand, when it comes right down to it, I am a hick from the sticks ',neutral
' I had never before seen a work by any of the Masters - the closest I have ever gotten to a Michelangelo is watching "Teenage Mutant Ninja Turtles" ',neutral
' A real Alma-Tadema ',neutral
' Oh, and I think I made the security guards really nervous - like I was going to blow my runny nose on the Renoir and forever ruin it with my bodily fluids 'negative
' They didn\'t like me very much ',negative
' (Pretty, no? You should see it in person! ',neutral
' Like I said, i\'m no judge of art ',neutral
' I was excited to see it as I have a fondness of cadavers (blame Gross Anatomy) and really wanted to get another shot at some up close anatomy viewing ',positive
' Photobucket - Video and Image Hostin ',neutral
' A femoralacetabular joint ',neutral
' A glenoid-humoral joint.") Some of the exhibits were very interesting, such as  the soccer player and the skateboarder ',positive
' In Gross Anatomy, our cadavers were solemn - laying on the tables as if in a deep slumber ',negative
' Seeing the body in action was very interesting ',positive
' Also interesting were the cases of organs - healthy and diseased ',positive
' The odd thing about Body Worlds is that it goes from being an anatomy exhibit to being a sort of Cadaver Carnival of Bizarre Art 'positive
' Again, I am no judge of art, and the fact that this exhibit has drawn record numbers of people hint at the possibility that I am off-base ',neutral
' Now, people can see that organs are not the cartoonish objects that one sees in a book ',neutral
' The general public also has a chance to look at diseased organs (something usually reserved for pathologists, who, I ve noticed, seem to get *very* excited over things like polyps and necrosis. ',positive
' The basic anatomy and bodies in motion portions are a must see ',neutral
' However, for me, the more "artistic" exhibits were more of a turn off - I willingly admit that I was very attached to my cadaver in Gross, and the thought of him being displayed like that makes me a bit sick ',negative
